USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
MT	30001	01719627	Beaverhead County	14355492120	78345288	5542.687	30.249	45.133863	-112.892869                                                                                                          
MT	30003	01716521	Big Horn County	12944280256	47395459	4997.815	18.299	45.407868	-107.518162                                                                                                            
MT	30005	01722470	Blaine County	10949218328	29079295	4227.517	11.228	48.428282	-108.967648                                                                                                              
MT	30007	01719625	Broadwater County	3088195855	118487318	1192.359	45.748	46.329849	-111.497873                                                                                                          
MT	30009	01720111	Carbon County	5303728455	35213028	2047.781	13.596	45.224468	-109.028554                                                                                                               
MT	30011	01688746	Carter County	8651796246	19503322	3340.477	7.53	45.516825	-104.515324                                                                                                                 
MT	30013	01719622	Cascade County	6988324590	34310133	2698.207	13.247	47.316575	-111.350262                                                                                                              
MT	30015	01719619	Chouteau County	10288778621	62611691	3972.52	24.175	47.886834	-110.4362                                                                                                               
MT	30017	01720109	Custer County	9798723734	25612454	3783.309	9.889	46.261414	-105.550352                                                                                                                
MT	30019	01637566	Daniels County	3694021963	1021697	1426.27	0.394	48.794429	-105.541739                                                                                                                 
MT	30021	01715632	Dawson County	6143260044	29884283	2371.926	11.538	47.26613	-104.898271                                                                                                                
MT	30023	01719617	Deer Lodge County	1907998860	12199890	736.683	4.71	46.094672	-113.141624                                                                                                              
MT	30025	01688745	Fallon County	4197320396	5915331	1620.595	2.284	46.318184	-104.405718                                                                                                                 
MT	30027	01719614	Fergus County	11238811035	27700317	4339.329	10.695	47.221816	-109.232956                                                                                                              
MT	30029	01719611	Flathead County	13175845388	437161601	5087.223	168.789	48.295422	-114.052059                                                                                                          
MT	30031	01720053	Gallatin County	6747831014	73615974	2605.352	28.423	45.518054	-111.163921                                                                                                             
MT	30033	01716058	Garfield County	12112233250	446864356	4676.56	172.535	47.267184	-106.995991                                                                                                           
MT	30035	01719607	Glacier County	7757405145	105684958	2995.151	40.805	48.705671	-112.990502                                                                                                             
MT	30037	01723078	Golden Valley County	3041740576	2621792	1174.423	1.012	46.380624	-109.174586                                                                                                          
MT	30039	01719605	Granite County	4473328972	14546367	1727.162	5.616	46.395955	-113.427356                                                                                                               
MT	30041	01720048	Hill County	7509415030	44186124	2899.401	17.06	48.631959	-110.106321                                                                                                                  
MT	30043	01720045	Jefferson County	4291603025	6256292	1656.997	2.416	46.124232	-112.059428                                                                                                              
MT	30045	01719602	Judith Basin County	4842466559	2066739	1869.687	0.798	47.032558	-110.30532                                                                                                            
MT	30047	01796943	Lake County	3860292622	423545836	1490.467	163.532	47.642901	-114.083687                                                                                                               
MT	30049	00793926	Lewis and Clark County	8957164728	101496096	3458.381	39.188	47.132013	-112.373367                                                                                                     
MT	30051	01720036	Liberty County	3703651373	44411471	1429.988	17.147	48.559654	-111.036924                                                                                                              
MT	30053	01720038	Lincoln County	9356484224	161555792	3612.559	62.377	48.552385	-115.463185                                                                                                             
MT	30055	01716270	McCone County	6843332035	103024685	2642.225	39.778	47.629628	-105.757222                                                                                                              
MT	30057	01720033	Madison County	9293281838	39849039	3588.156	15.386	45.32529	-111.913791                                                                                                               
MT	30059	01719600	Meagher County	6194909925	7475979	2391.868	2.886	46.5857	-110.92174                                                                                                                   
MT	30061	01720030	Mineral County	3158799812	9897218	1219.619	3.821	47.129687	-115.085385                                                                                                                
MT	30063	01719596	Missoula County	6715861997	64585269	2593.009	24.937	47.027263	-113.892691                                                                                                             
MT	30065	01719593	Musselshell County	4840577746	7118682	1868.958	2.749	46.505281	-108.439763                                                                                                            
MT	30067	01720027	Park County	7258388273	27861799	2802.479	10.758	45.463081	-110.53493                                                                                                                  
MT	30069	01719590	Petroleum County	4288047861	48927318	1655.625	18.891	47.141917	-108.226575                                                                                                            
MT	30071	01720023	Phillips County	13313630163	185493134	5140.422	71.619	48.250143	-107.928897                                                                                                           
MT	30073	01719587	Pondera County	4207608375	43980663	1624.567	16.981	48.228604	-112.220761                                                                                                              
MT	30075	01719584	Powder River County	8542288822	1565958	3298.196	0.605	45.408926	-105.555344                                                                                                           
MT	30077	01720021	Powell County	6024421103	16247901	2326.042	6.273	46.844225	-112.9311                                                                                                                  
MT	30079	01715847	Prairie County	4497780202	15092932	1736.603	5.827	46.812384	-105.503994                                                                                                               
MT	30081	01719582	Ravalli County	6192574713	24289479	2390.967	9.378	46.077744	-114.105795                                                                                                               
MT	30083	01715338	Richland County	5398974515	49002593	2084.556	18.92	47.785633	-104.563408                                                                                                              
MT	30085	01669428	Roosevelt County	6098391677	38582249	2354.602	14.897	48.282747	-104.99517                                                                                                             
MT	30087	01716795	Rosebud County	12971010185	44234227	5008.135	17.079	46.173206	-106.666792                                                                                                             
MT	30089	01719578	Sanders County	7149404122	76395122	2760.4	29.496	47.756497	-115.180306                                                                                                                
MT	30091	01677577	Sheridan County	4343256743	75111952	1676.941	29.001	48.705523	-104.533913                                                                                                             
MT	30093	01719575	Silver Bow County	1859568271	1518178	717.983	0.586	45.896232	-112.660071                                                                                                              
MT	30095	01719572	Stillwater County	4653550993	23732517	1796.746	9.163	45.658545	-109.381576                                                                                                            
MT	30097	01719569	Sweet Grass County	4805816391	17455905	1855.536	6.74	45.811292	-109.944796                                                                                                            
MT	30099	01720018	Teton County	5883457566	52625570	2271.616	20.319	47.819035	-112.281725                                                                                                                
MT	30101	01719566	Toole County	4959475392	78025726	1914.864	30.126	48.645125	-111.733472                                                                                                                
MT	30103	01719563	Treasure County	2532492072	17149960	977.801	6.622	46.229441	-107.285772                                                                                                               
MT	30105	01678923	Valley County	12758577238	351384872	4926.114	135.67	48.34985	-106.670424                                                                                                              
MT	30107	01719560	Wheatland County	3684208396	13010928	1422.481	5.024	46.496967	-109.857684                                                                                                             
MT	30109	01696629	Wibaux County	2303979500	1756846	889.571	0.678	46.962966	-104.274518                                                                                                                  
MT	30111	01719558	Yellowstone County	6820650795	39944760	2633.468	15.423	45.936987	-108.276656                                                                                                          
NE	31001	00835823	Adams County	1458872834	2477681	563.274	0.957	40.520632	-98.500044                                                                                                                    
NE	31003	00835824	Antelope County	2220025614	3716675	857.157	1.435	42.183225	-98.058037                                                                                                                 
NE	31005	00835825	Arthur County	1852234549	7644718	715.152	2.952	41.57193	-101.695917                                                                                                                   
NE	31007	00835826	Banner County	1932231568	392073	746.039	0.151	41.53975	-103.726263                                                                                                                    
NE	31009	00835827	Blaine County	1840681023	9443894	710.691	3.646	41.931945	-99.996407                                                                                                                   
NE	31011	00835828	Boone County	1778138691	1745891	686.543	0.674	41.703934	-98.070476                                                                                                                    
NE	31013	00835991	Box Butte County	2785180098	6588657	1075.364	2.544	42.21038	-103.081779                                                                                                               
NE	31015	00835829	Boyd County	1398424239	11893569	539.935	4.592	42.894448	-98.773022                                                                                                                    
NE	31017	00835830	Brown County	3163296263	9814399	1221.356	3.789	42.359562	-99.92392                                                                                                                    
NE	31019	00835831	Buffalo County	2507679099	18593333	968.22	7.179	40.855265	-99.074984                                                                                                                  
NE	31021	00835832	Burt County	1273201340	14186270	491.586	5.477	41.854179	-96.337746                                                                                                                    
NE	31023	00835833	Butler County	1514867108	15326897	584.893	5.918	41.226072	-97.132039                                                                                                                  
NE	31025	00835834	Cass County	1443520798	22130961	557.347	8.545	40.909878	-96.140609                                                                                                                    
NE	31027	00835835	Cedar County	1917222688	14511196	740.244	5.603	42.60456	-97.25687                                                                                                                     
NE	31029	00835836	Chase County	2316533441	7978172	894.419	3.08	40.53039	-101.694192                                                                                                                     
NE	31031	00835837	Cherry County	15436903463	127452902	5960.222	49.21	42.571323	-101.047653                                                                                                              
NE	31033	00835838	Cheyenne County	3097646971	292549	1196.008	0.113	41.214236	-103.011929                                                                                                                
NE	31035	00835839	Clay County	1482222887	3234876	572.289	1.249	40.523669	-98.050858                                                                                                                     
NE	31037	00835840	Colfax County	1066160690	12611136	411.647	4.869	41.57496	-97.088945                                                                                                                   
NE	31039	00835841	Cuming County	1477645345	10690204	570.522	4.128	41.915865	-96.788517                                                                                                                  
NE	31041	00835842	Custer County	6670757181	932956	2575.594	0.36	41.393893	-99.726866                                                                                                                    
NE	31043	00835843	Dakota County	684472104	8143818	264.276	3.144	42.391624	-96.561327                                                                                                                    
NE	31045	00835844	Dawes County	3616636214	11875952	1396.391	4.585	42.713038	-103.135436                                                                                                                 
NE	31047	00835845	Dawson County	2623809791	16509199	1013.059	6.374	40.86784	-99.815583                                                                                                                  
NE	31049	00835846	Deuel County	1139208344	2229828	439.851	0.861	41.111903	-102.332609                                                                                                                   
NE	31051	00835847	Dixon County	1233120004	17111900	476.11	6.607	42.485086	-96.855784                                                                                                                    
NE	31053	00835848	Dodge County	1370277207	36091675	529.067	13.935	41.577008	-96.645852                                                                                                                  
NE	31055	00835849	Douglas County	845391130	33520306	326.407	12.942	41.297091	-96.154066                                                                                                                 
NE	31057	00835850	Dundy County	2381956204	3046331	919.678	1.176	40.180165	-101.681133                                                                                                                   
NE	31059	00835851	Fillmore County	1490202741	2989992	575.371	1.154	40.52504	-97.596705                                                                                                                  
NE	31061	00835852	Franklin County	1491355863	487899	575.816	0.188	40.183203	-98.96208                                                                                                                   
NE	31063	00835853	Frontier County	2524283363	14110080	974.631	5.448	40.530947	-100.406683                                                                                                               
NE	31065	00835854	Furnas County	1862542300	3915843	719.132	1.512	40.191865	-99.909663                                                                                                                   
NE	31067	00835855	Gage County	2205273758	22012188	851.461	8.499	40.255234	-96.683453                                                                                                                    
NE	31069	00835856	Garden County	4416875795	66053093	1705.365	25.503	41.633364	-102.302985                                                                                                               
NE	31071	00835857	Garfield County	1474558344	5321553	569.33	2.055	41.906868	-98.951231                                                                                                                  
NE	31073	00835858	Gosper County	1186616216	11831826	458.155	4.568	40.509095	-99.823206                                                                                                                  
NE	31075	00835859	Grant County	2012381803	16500663	776.985	6.371	41.913957	-101.755965                                                                                                                  
NE	31077	00835860	Greeley County	1475804204	2188872	569.811	0.845	41.567571	-98.530565                                                                                                                  
NE	31079	00835861	Hall County	1415143422	14903733	546.39	5.754	40.866027	-98.502664                                                                                                                     
NE	31081	00835862	Hamilton County	1404057517	6811577	542.11	2.63	40.872817	-98.022329                                                                                                                   
NE	31083	00835863	Harlan County	1433471221	53339808	553.466	20.595	40.178766	-99.403418                                                                                                                 
NE	31085	00835864	Hayes County	1846821531	570786	713.062	0.22	40.537234	-101.047963                                                                                                                     
NE	31087	00835865	Hitchcock County	1838742669	22103381	709.943	8.534	40.176896	-101.044217                                                                                                              
NE	31089	00835866	Holt County	6248078947	13204331	2412.397	5.098	42.459287	-98.784766                                                                                                                   
NE	31091	00835867	Hooker County	1867796117	882994	721.16	0.341	41.920317	-101.117324                                                                                                                    
NE	31093	00835868	Howard County	1474578450	16199402	569.338	6.255	41.216851	-98.513342                                                                                                                  
NE	31095	00835869	Jefferson County	1476754309	14214254	570.178	5.488	40.175736	-97.143103                                                                                                               
NE	31097	00835870	Johnson County	974029895	1704834	376.075	0.658	40.394955	-96.265264                                                                                                                   
NE	31099	00835871	Kearney County	1337063562	274634	516.243	0.106	40.50912	-98.947602                                                                                                                    
NE	31101	00835872	Keith County	2749903240	124629167	1061.744	48.12	41.194245	-101.644449                                                                                                                
NE	31103	00835873	Keya Paha County	2002257565	2192458	773.076	0.847	42.87548	-99.718351                                                                                                                 
NE	31105	00835874	Kimball County	2465517096	1448446	951.942	0.559	41.199274	-103.703153                                                                                                                 
NE	31107	00835875	Knox County	2870854403	81011712	1108.443	31.279	42.634404	-97.891349                                                                                                                  
NE	31109	00835876	Lancaster County	2169272970	22847034	837.561	8.821	40.783547	-96.688658                                                                                                               
NE	31111	00835877	Lincoln County	6641092845	28436694	2564.14	10.979	41.050322	-100.744481                                                                                                               
NE	31113	00835878	Logan County	1478101945	1203586	570.698	0.465	41.542155	-100.443665                                                                                                                   
NE	31115	00835879	Loup County	1459513675	19565477	563.521	7.554	41.903183	-99.509852                                                                                                                    
NE	31117	00835881	McPherson County	2225460625	2680669	859.255	1.035	41.648414	-101.120851                                                                                                               
NE	31119	00835880	Madison County	1483084610	7325865	572.622	2.829	41.909929	-97.606856                                                                                                                  
NE	31121	00835882	Merrick County	1261996225	24655494	487.259	9.52	41.16979	-98.031057                                                                                                                   
NE	31123	00835883	Morrill County	3688187959	15647101	1424.017	6.041	41.732204	-102.990594                                                                                                               
NE	31125	00835884	Nance County	1143745449	17166723	441.603	6.628	41.402385	-97.991408                                                                                                                   
NE	31127	00835885	Nemaha County	1055100616	5769944	407.377	2.228	40.387389	-95.852721                                                                                                                   
NE	31129	00835886	Nuckolls County	1489645185	1718484	575.155	0.664	40.176492	-98.046842                                                                                                                 
NE	31131	00835887	Otoe County	1594561688	8689332	615.664	3.355	40.637992	-96.131027                                                                                                                     
NE	31133	00835888	Pawnee County	1116478173	4852359	431.075	1.874	40.137797	-96.245214                                                                                                                   
NE	31135	00835889	Perkins County	2287768800	2840176	883.313	1.097	40.857646	-101.627468                                                                                                                 
NE	31137	00835890	Phelps County	1398048634	1646526	539.79	0.636	40.516365	-99.406557                                                                                                                    
NE	31139	00835891	Pierce County	1484707270	3481943	573.249	1.344	42.271413	-97.610992                                                                                                                   
NE	31141	00835892	Platte County	1745780718	27297317	674.05	10.54	41.576866	-97.513467                                                                                                                   
NE	31143	00835893	Polk County	1136152529	5104692	438.671	1.971	41.187925	-97.570663                                                                                                                     
NE	31145	00835894	Red Willow County	1857036304	2591016	717.006	1.	40.16942	-100.468576                                                                                                                  
NE	31147	00835895	Richardson County	1429261302	7077610	551.841	2.733	40.123743	-95.718603                                                                                                               
NE	31149	00835896	Rock County	2611466193	8807741	1008.293	3.401	42.394749	-99.420851                                                                                                                    
NE	31151	00835897	Saline County	1486812315	5821039	574.061	2.248	40.516802	-97.131755                                                                                                                   
NE	31153	00835898	Sarpy County	616679952	24397525	238.101	9.42	41.115064	-96.109125                                                                                                                     
NE	31155	00835899	Saunders County	1939715798	28209418	748.928	10.892	41.223388	-96.642097                                                                                                               
NE	31157	00835900	Scotts Bluff County	1915576079	15402683	739.608	5.947	41.850331	-103.701549                                                                                                           
NE	31159	00835901	Seward County	1479995692	11542537	571.43	4.457	40.871944	-97.140383                                                                                                                   
NE	31161	00835902	Sheridan County	6321862270	74723228	2440.885	28.851	42.512289	-102.36828                                                                                                              
NE	31163	00835903	Sherman County	1465552764	14998613	565.853	5.791	41.218743	-98.972849                                                                                                                 
NE	31165	00835904	Sioux County	5352785007	1665309	2066.722	0.643	42.470668	-103.73217                                                                                                                   
NE	31167	00835905	Stanton County	1107500709	8789496	427.608	3.394	41.905045	-97.177109                                                                                                                  
NE	31169	00835906	Thayer County	1486153254	3025339	573.807	1.168	40.173845	-97.596263                                                                                                                   
NE	31171	00835907	Thomas County	1845564903	2028433	712.577	0.783	41.85573	-100.524703                                                                                                                   
NE	31173	00835908	Thurston County	1019377275	6458648	393.584	2.494	42.154061	-96.533943                                                                                                                 
NE	31175	00835909	Valley County	1471402764	6076916	568.112	2.346	41.564094	-98.983484                                                                                                                   
NE	31177	00835910	Washington County	1009985089	8392879	389.957	3.241	41.533973	-96.224577                                                                                                               
NE	31179	00835911	Wayne County	1147147001	1084590	442.916	0.419	42.210746	-97.126243                                                                                                                    
NE	31181	00835912	Webster County	1489017943	337241	574.913	0.13	40.180646	-98.49859                                                                                                                     
NE	31183	00835913	Wheeler County	1489717901	1059454	575.183	0.409	41.922575	-98.520853                                                                                                                  
NE	31185	00835914	York County	1482794063	8595055	572.51	3.319	40.873056	-97.596742                                                                                                                      
NV	32001	00858638	Churchill County	12820847811	190742991	4950.157	73.646	39.53771	-118.264166                                                                                                           
NV	32003	00863600	Clark County	20439308565	438384090	7891.661	169.261	36.21413	-115.014398                                                                                                              
NV	32005	00858643	Douglas County	1840147662	72317573	710.485	27.922	38.905129	-119.609019                                                                                                               
NV	32007	00857664	Elko County	44479019310	74784559	17173.446	28.874	41.141133	-115.351424                                                                                                               
NV	32009	00858641	Esmeralda County	9277050177	18552010	3581.889	7.163	37.778966	-117.632382                                                                                                             
NV	32011	00858640	Eureka County	10814982421	11058701	4175.688	4.27	39.977788	-116.272208                                                                                                                
NV	32013	00863310	Humboldt County	24969535441	44194837	9640.792	17.064	41.407914	-118.127591                                                                                                            
NV	32015	00863368	Lander County	14294783160	662270	5519.247	0.256	39.90021	-117.04724                                                                                                                   
NV	32017	00863992	Lincoln County	27540342252	9802713	10633.386	3.785	37.634605	-114.863037                                                                                                              
NV	32019	00858645	Lyon County	5187939862	59489121	2003.075	22.969	39.022213	-119.197425                                                                                                                 
NV	32021	00858644	Mineral County	9715777470	155864513	3751.283	60.18	38.516647	-118.416279                                                                                                              
NV	32023	00863599	Nye County	47090939212	43207981	18181.914	16.683	37.965864	-116.459011                                                                                                                
NV	32027	00858646	Pershing County	15634691970	79934815	6036.589	30.863	40.439639	-118.409477                                                                                                            
NV	32029	00858642	Storey County	683182692	1881025	263.778	0.726	39.438385	-119.524646                                                                                                                   
NV	32031	00858608	Washoe County	16358044341	582738419	6315.876	224.997	40.73132	-119.663269                                                                                                             
NV	32033	00858615	White Pine County	23016356483	23426584	8886.665	9.045	39.418176	-114.900565                                                                                                           
NV	32510	00863219	Carson City	374341372	32594082	144.534	12.585	39.15306	-119.747368                                                                                                                    
NH	33001	00873174	Belknap County	1040779615	176541257	401.847	68.163	43.519109	-71.425366                                                                                                               
NH	33003	00873175	Carroll County	2413515434	159620276	931.864	61.63	43.867774	-71.20156                                                                                                                 
NH	33005	00873176	Cheshire County	1830367250	57589052	706.709	22.235	42.92546	-72.248183                                                                                                                
NH	33007	00873177	Coos County	4647924324	92545557	1794.574	35.732	44.652548	-71.289431                                                                                                                  
NH	33009	00873178	Grafton County	4425249894	106463952	1708.599	41.106	43.926439	-71.842424                                                                                                              
NH	33011	00873179	Hillsborough County	2270191096	41320770	876.526	15.954	42.911532	-71.723055                                                                                                           
NH	33013	00873180	Merrimack County	2416197730	57178203	932.899	22.077	43.299579	-71.680041                                                                                                              
NH	33015	00873181	Rockingham County	1801055122	258626550	695.391	99.856	42.988664	-71.09908                                                                                                             
NH	33017	00873182	Strafford County	951743430	39154073	367.47	15.117	43.293272	-71.035589                                                                                                                
NH	33019	00873183	Sullivan County	1393091317	36932078	537.876	14.26	43.361188	-72.222084                                                                                                                
NJ	34001	00882270	Atlantic County	1438775279	301270067	555.514	116.321	39.469355	-74.633759                                                                                                             
NJ	34003	00882271	Bergen County	602918747	35387155	232.788	13.663	40.959698	-74.074727                                                                                                                  
NJ	34005	00882272	Burlington County	2070137466	54133685	799.285	20.901	39.875786	-74.663006                                                                                                             
NJ	34007	00882273	Camden County	573325497	15688953	221.362	6.058	39.802407	-74.961249                                                                                                                   
NJ	34009	00882274	Cape May County	651437935	955149083	251.522	368.785	39.085841	-74.846354                                                                                                              
NJ	34011	00882275	Cumberland County	1251898249	503713126	483.361	194.485	39.328434	-75.121628                                                                                                           
NJ	34013	00882276	Essex County	326557433	8638155	126.085	3.335	40.7874	-74.246292                                                                                                                       
NJ	34015	00882277	Gloucester County	833994586	38242080	322.007	14.765	39.722875	-75.145679                                                                                                              
NJ	34017	00882278	Hudson County	119640822	41836491	46.194	16.153	40.731375	-74.078601                                                                                                                   
NJ	34019	00882228	Hunterdon County	1108086284	24761598	427.835	9.561	40.565283	-74.911969                                                                                                               
NJ	34021	00882229	Mercer County	581395408	11337168	224.478	4.377	40.282503	-74.703724                                                                                                                   
NJ	34023	00882230	Middlesex County	800946845	35291196	309.247	13.626	40.439621	-74.40743                                                                                                                
NJ	34025	00882910	Monmouth County	1212585330	500431205	468.182	193.218	40.287048	-74.152446                                                                                                             
NJ	34027	00882231	Morris County	1193912843	53229201	460.972	20.552	40.858896	-74.547292                                                                                                                 
NJ	34029	00882279	Ocean County	1627252622	742162011	628.286	286.55	39.865669	-74.258864                                                                                                                 
NJ	34031	00882232	Passaic County	481772301	32052581	186.013	12.376	41.036655	-74.299408                                                                                                                 
NJ	34033	00882233	Salem County	859519174	105385672	331.862	40.69	39.573828	-75.357356                                                                                                                   
NJ	34035	00882234	Somerset County	781829190	7996119	301.866	3.087	40.565527	-74.619938                                                                                                                  
NJ	34037	00882236	Sussex County	1343330731	43707483	518.663	16.876	41.137461	-74.691914                                                                                                                 
NJ	34039	00882235	Union County	266163567	6847407	102.766	2.644	40.659871	-74.308696                                                                                                                     
NJ	34041	00882237	Warren County	923435921	15822933	356.541	6.109	40.853491	-75.009498                                                                                                                   
NM	35001	01702363	Bernalillo County	3007611393	15882874	1161.245	6.132	35.053628	-106.66908                                                                                                             
NM	35003	00929108	Catron County	17933561654	14193499	6924.187	5.48	33.901621	-108.391928                                                                                                                
NM	35005	01702364	Chaves County	15713914833	20472234	6067.177	7.904	33.361604	-104.469837                                                                                                               
NM	35006	00933051	Cibola County	11758505167	5554598	4539.984	2.145	34.928272	-107.99268                                                                                                                 
NM	35007	00929117	Colfax County	9733113274	26296498	3757.976	10.153	36.612964	-104.64011                                                                                                                
NM	35009	00933053	Curry County	3640295680	7992977	1405.526	3.086	34.572984	-103.346055                                                                                                                  
NM	35011	00933054	De Baca County	6016818946	29090018	2323.107	11.232	34.359273	-104.368696                                                                                                              
NM	35013	00929109	Doña Ana County	9863163868	17594250	3808.189	6.793	32.349919	-106.834968                                                                                                              
NM	35015	00936829	Eddy County	10816688004	56493049	4176.347	21.812	32.457835	-104.306434                                                                                                                
NM	35017	00915980	Grant County	10259478771	15294669	3961.207	5.905	32.732087	-108.381504                                                                                                                
NM	35019	00929111	Guadalupe County	7847072132	2887948	3029.772	1.115	34.869782	-104.784968                                                                                                              
NM	35021	00933055	Harding County	5504963122	1162620	2125.478	0.449	35.859352	-103.853424                                                                                                                
NM	35023	00929106	Hidalgo County	8905761778	23581028	3438.534	9.105	31.898052	-108.751929                                                                                                               
NM	35025	01702365	Lea County	11374066527	8147103	4391.552	3.146	32.795687	-103.413271                                                                                                                   
NM	35027	00929116	Lincoln County	12512530053	554839	4831.115	0.214	33.740841	-105.449805                                                                                                                
NM	35028	01702366	Los Alamos County	282626748	208105	109.123	0.08	35.870047	-106.307968                                                                                                                 
NM	35029	00933057	Luna County	7679776933	433660	2965.179	0.167	32.184523	-107.747191                                                                                                                    
NM	35031	00929107	McKinley County	14118189398	12689169	5451.064	4.899	35.584062	-108.253294                                                                                                             
NM	35033	01702367	Mora County	4988962636	6093304	1926.249	2.353	35.982841	-104.921898                                                                                                                   
NM	35035	00929104	Otero County	17126455954	36944199	6612.562	14.264	32.615599	-105.751308                                                                                                               
NM	35037	00929110	Quay County	7443508559	18554572	2873.955	7.164	35.107018	-103.548071                                                                                                                  
NM	35039	01702368	Rio Arriba County	15179593238	91463246	5860.874	35.314	36.509669	-106.693983                                                                                                          
NM	35041	01702369	Roosevelt County	6335242836	18679734	2446.051	7.212	34.021207	-103.483004                                                                                                             
NM	35043	00929113	Sandoval County	9609358329	10852149	3710.194	4.19	35.685091	-106.883119                                                                                                               
NM	35045	00936844	San Juan County	14289563220	54895407	5517.231	21.195	36.511624	-108.324578                                                                                                            
NM	35047	00929114	San Miguel County	12228666259	51380263	4721.515	19.838	35.476859	-104.803519                                                                                                          
NM	35049	00933322	Santa Fe County	4947861287	2643021	1910.38	1.02	35.514531	-105.963972                                                                                                                 
